,ENSG00000146648,ENSG00000130768,ENSG00000186529,ENSG00000116649,ENSG00000146729,ENSG00000105755,ENSG00000168143,ENSG00000235109,ENSG00000180638,ENSG00000023697,ENSG00000280055,ENSG00000158125,ENSG00000133466,ENSG00000152894,ENSG00000130382,ENSG00000198729,ENSG00000023909,ENSG00000178919,ENSG00000162419,ENSG00000138772,ENSG00000124003,ENSG00000054654,ENSG00000063587,ENSG00000122557,ENSG00000171903,ENSG00000138271,ENSG00000241878,ENSG00000177427,ENSG00000198909,ENSG00000164342,ENSG00000188508,ENSG00000104327,ENSG00000070718,ENSG00000116044,ENSG00000203780,ENSG00000173083,ENSG00000178038,ENSG00000111885,ENSG00000127955,ENSG00000116521,ENSG00000170477,ENSG00000102471,ENSG00000135253,ENSG00000004455,ENSG00000197043,ENSG00000165325,ENSG00000121851,ENSG00000075711,ENSG00000185684,ENSG00000165799,ENSG00000123136,ENSG00000186395,ENSG00000144635,ENSG00000185989,ENSG00000150782,ENSG00000214711,ENSG00000129194,ENSG00000120162,ENSG00000146674,ENSG00000243468,ENSG00000163209,ENSG00000134504,ENSG00000184178,ENSG00000047365,ENSG00000160294,ENSG00000159899,ENSG00000130702,ENSG00000144029,ENSG00000126777,ENSG00000182165,ENSG00000074211,ENSG00000133116,ENSG00000115561,ENSG00000214049,ENSG00000134215,ENSG00000161243,ENSG00000075568,ENSG00000160961,ENSG00000154864,ENSG00000156026,ENSG00000230937,ENSG00000147081,ENSG00000168003,ENSG00000132801,ENSG00000105991,ENSG00000142686,ENSG00000164181,ENSG00000143499,ENSG00000182704,ENSG00000197641,ENSG00000177494,ENSG00000147872,ENSG00000127663,ENSG00000157557,ENSG00000167981,ENSG00000132849,ENSG00000115295,ENSG00000132434,ENSG00000155016,ENSG00000236519,drug_response
CAL-85-1,0.754630889,2.664513348,-0.515470853,-1.364673517,1.831752457,0.954672982,1.326534424,1.4958048,-0.37683325,1.300315135,-0.346062351,0.213524719,0.939134254,1.230136248,-1.932002718,1.492276056,0.390711665,0.663446212,0.343257969,1.231741087,-0.374314714,0.935257604,-1.053005538,-0.254834372,-0.683696481,1.925709909,-0.871394368,1.965898112,-0.499734459,0.197950953,-0.286301979,0.678778514,-1.04849927,-0.258767258,1.891611059,0.976600061,0.90907312,1.280101262,0.273098049,0.375650296,-0.659979122,0.644374741,1.151145473,0.022974185,-1.009645567,-0.78442218,0.195138,0.891278495,-0.333113217,0.14514727,-1.903041829,0.184956273,0.212122564,0.362513757,0.027688735,2.015619675,0.879154809,1.191515525,1.336201431,-0.830433501,-0.582358852,1.126446997,-0.770336585,1.270195614,-1.456267943,0.780758552,0.517714283,0.024015031,0.029020932,0.758171989,-0.221873977,1.007535824,1.034754875,1.92460517,0.903846038,1.084381329,-0.472396578,-1.041921922,-0.598695263,-0.151855627,1.77409516,0.168388126,-0.058090757,-1.115235098,0.339844165,-0.30212026,0.90532523,0.994191713,1.399777289,-0.71369518,-0.334808927,1.089992325,-0.831486244,0.499892581,-1.472645714,1.343239952,1.324406122,-0.184831775,-0.861610929,-1.542225578,0.010184269
COLO 680N,1.551131533,0.362739355,0.786059047,-0.826737308,1.058595576,0.816772397,2.76749383,-0.512143722,-0.232946711,1.511098086,-1.807174838,0.860285953,3.506045505,0.609640368,-1.327245723,0.786097152,-0.17695423,2.138582171,0.036222386,1.097853516,0.118198016,0.4697187,-0.216754782,0.726535682,0.196436662,1.735427632,0.583330756,0.551769876,-0.243183636,-0.250863381,0.324877369,-0.393202005,-0.838985211,1.09396647,0.023972309,0.54093999,1.572629174,-1.295041851,0.733651207,-0.287126937,2.126762004,1.269850045,2.178009942,-0.054897685,-0.847267845,0.386017838,-0.405590631,1.217648247,-0.91430928,0.081487135,-1.735186143,1.075956873,-0.881997526,-0.971174178,0.685399953,-0.34286611,-0.712934471,1.099259881,0.720533139,-1.100860147,0.531318509,0.358147665,-1.89856776,0.099682445,-3.143183532,-0.495375901,1.525328336,-0.730189768,1.586437522,1.105600611,0.566175451,-0.030161212,0.810509493,2.179741322,1.575903012,2.723426249,-1.107515688,-1.877843514,-0.441796995,0.372183427,2.041963313,-0.718615503,0.016604683,0.200322686,1.255284899,-0.523445283,1.215469773,1.283108323,1.661052839,-0.415598768,0.855754307,0.828610092,0.323913188,-0.283418957,-1.108026519,1.04910523,1.062826768,-0.651477948,-0.997003222,0.319762672,0.056631933
HCC1937,0.384420667,0.482921516,0.721644059,-1.730361194,0.720340145,0.940212017,2.43800808,-0.606676868,0.713684327,1.286476924,0.864306439,0.541574046,1.083586915,0.627557866,-0.004021397,1.688615952,0.986325669,-0.543480523,0.178542317,0.642578791,-0.281461297,0.93940725,-1.185717871,-0.485814239,1.17426451,1.889219548,-0.241528705,1.316148173,-0.747514184,0.859485678,0.399917094,1.653068584,0.015129682,0.137524979,0.234998447,1.643877511,2.046893627,-1.157796349,0.637732541,-1.363103568,4.274296194,1.09102162,1.362950543,-0.164110455,-0.918157248,-0.111564943,-1.353983379,1.715508529,-0.421063876,1.887358043,0.314656813,1.663231812,-2.439257671,-0.695612532,1.165481657,-0.228909069,0.168756478,0.279348331,1.500586376,-0.511713578,2.303660516,1.539162203,-0.240921089,-0.019852101,-2.660004825,0.099546032,1.324363256,-0.191579553,-0.258851697,0.83815365,0.706093453,0.698185885,0.601122479,2.106222704,1.441577245,1.553588845,-1.569949623,0.271966738,-0.51909786,-0.185328632,2.215454122,-0.140200835,0.398419068,0.614651821,0.741293363,-0.871884492,0.800171525,-0.620062824,0.669871089,-0.374953244,-0.445280854,-0.27845988,-0.312884283,0.261913686,-1.676882562,0.965726548,0.939508059,-0.302073506,-1.032879202,-0.33787077,0.15212175
KP-4,-0.709815669,-0.336733758,-0.447473711,0.461571147,0.423722838,-0.105307803,-0.530480406,0.012175399,-0.494556218,0.485601898,-0.025516779,-0.411935866,-0.079669469,-0.935742395,0.220089164,-0.723499126,0.005718773,-0.536696699,0.102673332,-1.277622043,0.27233347,0.602058862,0.359572655,0.846823753,-0.437335765,1.588158915,-0.680399456,0.736273692,0.34971193,-0.552827766,0.60637693,0.093551877,0.832178108,0.862317393,-0.327393726,-0.797843544,-0.687330817,1.06309648,-0.221328615,0.17014031,-0.388698735,-0.687568454,-0.707226437,-0.70574623,0.002814776,0.077359966,-0.195363043,-0.393539491,-0.095456481,-0.436187999,-0.673867579,-0.360471576,-0.086367307,-0.071064278,0.540849269,-0.764137586,0.072404534,-0.644645128,-0.327744036,0.272646512,-0.536454881,-0.619283478,-1.355550651,0.217515277,2.091157558,1.315944885,0.543315095,0.703933798,2.898648395,0.589464105,1.181051709,-0.391249786,0.277338344,-0.387941726,-0.952317139,1.483901532,1.56621503,1.12174608,-0.523805884,-0.266870838,-0.608570278,-0.050897324,-0.214153826,-0.577907326,0.750186942,2.455937193,-0.063150771,-0.834812264,-0.470376212,-0.346059382,-0.510788486,-0.034311539,-0.942984283,-1.666876464,0.57672508,0.188993554,0.581433527,0.982999114,0.609135739,0.284888598,0.055309888
KS-1 [Human glioblastoma],-0.328239195,-0.938520956,-0.660879626,-0.188919048,0.305824126,-0.122457561,-0.639922333,0.941371788,3.408681229,-0.80989078,-0.625704139,-0.166317293,-0.687768864,0.447569182,-0.065866515,-0.99509108,-1.187130728,-0.758213882,-0.393325432,-0.316574438,0.831012741,-0.140649235,-0.074818608,1.091664443,-0.676797284,-0.597856023,-0.162332773,0.407658109,1.805320678,-0.392172076,0.37543611,-0.452027161,-0.350017744,0.511675232,-0.039596733,-1.172921555,-0.583295647,0.258103327,-0.420217612,0.501829037,-0.434907472,-0.214433712,0.957784753,-1.349315424,1.092251548,0.114315626,1.465927297,0.168486455,0.572810895,-0.615065488,-0.108509829,0.119535239,-0.353474075,1.385769068,-0.856527259,0.153951834,-0.114067274,-0.983621484,-0.109489616,0.410749442,-0.437117452,0.286484082,-0.169156888,0.313992621,0.211802442,-0.709266992,-0.214431989,-0.778832467,-0.728624442,0.979356777,-0.819937432,-0.242108285,1.456313427,-0.654859386,-0.914055589,-1.018587413,1.316732029,0.624947536,-0.525721413,0.432741036,-0.592717053,-0.074939583,-0.925316883,-0.030285471,-0.422459461,0.147798356,1.117925509,0.199407111,-0.320694587,-0.430041347,-0.637060771,-1.544980896,-0.102659952,-1.318783147,-0.862710856,-0.356406377,-1.229093592,0.346130947,2.269604214,-0.134295453,0.005680494
Lu-65,1.612438995,1.509672117,-0.536003812,0.860921656,1.379367412,0.700928146,-0.651634158,1.069013068,-0.28884792,-0.35785778,-1.055512258,1.779867355,0.329345526,0.443771617,0.880748919,-0.816813253,-0.413001955,-0.501788336,2.144175089,0.902112261,0.555492157,-0.344117956,-0.037554916,1.922550206,-0.166920113,-0.236796574,0.10989828,-1.304529751,-1.306627715,-0.57123329,-0.605229356,-0.365504136,0.206437701,1.569997429,-0.237755502,-1.272917612,0.953668045,-1.162950591,0.952895786,1.303804617,-0.36324,0.566318394,0.373943702,1.754102232,-1.216231665,-0.519529704,-0.145009073,0.292157669,-1.391212544,0.239100619,-0.546532918,0.562269089,-0.494184402,-0.513160068,-0.643748176,0.235654269,0.636000042,2.483759558,-0.987180861,0.32765809,-0.064711198,-0.590798029,-0.026949113,0.764213641,1.586743177,1.199536858,0.484512809,0.447407582,-0.135698125,-3.032025393,-0.641729365,-0.48187577,0.4256272,-0.679777151,-0.637237,-0.778571592,-0.172348568,-0.051209662,-0.516105058,0.203407341,-0.635620122,-0.200626943,1.562984081,-1.028007884,-0.971204408,-1.397271011,-0.986725928,0.623942115,-0.452049072,-0.139898984,-0.557642145,1.277420843,-0.107748023,1.3365024,-0.159271,-1.310775435,0.397219648,1.283497698,-0.527096619,-0.482775969,0.042142266
MG-63,-0.403550545,-0.80349155,-0.298469133,1.178928617,-0.204764704,-0.381896139,-0.379336404,0.526427112,5.174083888,0.26812757,0.117213276,-0.75767587,-0.230447912,0.444143826,-0.506230534,0.807626047,1.450390703,-0.322135616,-0.789958089,-1.173191753,0.365435041,-0.976533751,-0.292915791,0.009099621,-0.449513952,-0.608372397,-1.110699729,-0.383998682,-0.068715397,1.14140472,-0.039143415,-0.288306987,-0.290528939,-0.005507847,-0.279391738,-1.043131211,-0.503178752,-0.449020801,-0.279417865,0.504589474,-0.365282555,-0.563444035,-0.671520092,0.421977051,1.304570584,-0.607627425,0.323273748,-0.139786452,-0.284529407,-0.121690083,0.352285139,-0.001717663,-0.831645585,1.647666636,0.610685416,-0.581449729,-0.506752276,-0.759412468,-0.272784712,0.677596017,-0.098800013,-0.123246716,4.356729398,-1.055282585,0.515578119,3.890483252,1.15850794,-0.543216594,-1.136200483,-1.234768256,-0.482602542,-0.266063917,0.830940213,-0.66337621,-0.69990001,-1.000895496,-0.025078102,1.423592331,3.049833259,-0.085490419,-0.724164076,0.511329835,-0.831103553,0.688154132,-0.317656515,0.959361302,-1.183747448,-0.089681355,-0.1057104,-0.501857661,-0.365880264,0.91508875,-0.911085748,-0.323164746,-0.797210097,-0.924020254,0.197256522,0.285443324,-0.363674435,-0.264125143,0.042187667
NCI-H810,-1.080934729,-0.69156869,-0.199675926,0.088359302,1.928100238,-2.926182999,-0.555643324,-1.141146149,-0.190957363,0.148284456,0.058349363,-0.527623138,-0.68798797,0.569929996,-0.564198206,0.330402101,-1.008389632,-0.545595848,-1.879257802,-1.086798801,-0.471151363,-0.381742873,0.15466091,0.043256954,-0.39468776,-0.737932237,0.259705952,0.15663429,-0.992417724,-1.043260911,0.552242071,-0.47663433,-0.594429721,-1.122827546,-1.20034718,0.528943973,-0.975642079,1.268874764,1.376479838,0.745827867,-0.381077953,0.293805206,-0.606143818,0.694344302,-1.911762203,0.367657756,0.924224634,0.486837549,-0.657698968,-0.632362291,0.160906874,-2.58570939,-3.104529883,-0.807743089,-0.918323314,-0.835848922,-0.684964625,0.385780705,1.49029149,-0.16102166,-0.340499418,0.28744805,0.926647502,-0.909315954,-0.413859864,2.373402925,-0.214788847,0.102311592,0.185455724,-0.170864273,-0.317300382,-0.531613895,-0.456870694,-0.646108464,-0.466887233,-1.15674917,1.397291391,-0.189829094,-0.597953798,-1.484747168,-0.58327668,-0.77465901,-0.770505597,1.458500772,0.990521198,0.095621842,1.14084341,-1.548166875,-1.142543744,-0.217180799,-0.471943634,-0.031683917,-0.706164205,1.680497435,-1.576130229,1.301688688,-0.364754083,-0.457301512,1.964472766,3.42144871,0.03698824
OPM-2,-0.731295267,-0.591673096,-0.503622061,1.611678434,-0.332195343,-0.807879254,-0.626001768,-0.29897454,0.429043723,-0.003196696,0.813425936,-0.616430886,-0.362695943,0.021486008,1.271260398,-0.929423569,-0.215682515,-0.745285467,1.690344565,-0.89433295,-0.158224864,-1.285229856,1.745472131,-0.859545817,-0.138088686,-0.496165887,-1.146451927,0.068645732,-0.220503916,-0.598422029,-0.011098301,-0.492355392,-1.030539918,0.208681411,-0.346114686,-1.092390764,-0.720308028,2.137274382,-1.534590449,2.326079745,-0.331477352,-0.443254301,0.060303981,1.019618685,-1.833026461,-0.69937392,1.567162776,0.201951791,1.901858648,0.297694166,1.853832956,0.838316846,-0.146494488,1.80443139,-0.483010454,-0.320166937,-0.224411108,-0.656868282,-0.846497376,0.478857109,-0.68774185,-0.361915457,1.082127822,-1.024109732,-0.940798306,-0.42323195,-1.582137811,2.602931695,-1.036317075,-2.139204499,-0.759445019,-0.483261973,-0.820340507,-0.750164915,-0.586071165,-0.873586046,-0.077357969,0.721461684,-0.45040054,-0.482467587,-0.532966798,-0.55377214,0.085497331,-0.611516417,-0.55256553,-1.371887397,0.770753263,-0.47596055,-1.387601264,-0.076721325,-0.554792511,0.642241815,0.544931585,-0.890273205,-0.101876108,-1.025651579,-1.208968832,0.131379042,-0.514717903,1.289809024,0.074929749
PSN1,-0.02968249,-0.216262903,-0.372791329,-0.392734337,-0.855200693,0.555967114,-0.796670425,-0.314450985,-0.52091102,-1.285033723,0.961463171,-0.234258045,0.103871782,0.588852966,-1.251701811,-0.994561178,0.212373362,-0.24663921,-1.333721647,0.182798166,-0.218488165,-2.726962584,-0.280058949,-1.764950857,-0.6150887,-0.488112279,-1.264013073,-1.51414651,-0.716343539,1.342671595,-0.657629342,-0.436103429,-0.526421367,0.733187485,-0.350535535,-0.682163487,-0.655867797,-1.286340827,-0.037330451,-0.441316362,-0.295262818,0.055628126,-0.795353093,2.467675134,0.288681068,1.474284205,0.320315781,-0.499031757,0.266110596,0.258860996,-0.201809339,0.059842206,0.854209628,0.794476066,2.033216279,-0.505347434,-0.880988878,-0.773430038,0.804989139,-0.214609266,-0.475576073,-0.895226874,0.01381529,0.835389881,-0.065175491,-0.82189951,1.598984036,0.082466515,1.352890047,-1.711446494,-0.75509119,-0.362284193,0.255055938,-0.787736976,-0.722346098,1.206576545,1.72760322,-1.320976163,-0.554979113,0.723354352,-0.536357046,-0.74888032,-0.409843914,0.074456537,1.907476437,0.543312913,-1.326666112,0.560363146,1.058433159,-0.16548588,-0.546574638,0.698714804,-0.067051123,-0.899698014,0.328646114,-1.004869618,1.124718808,-1.773287091,-1.173483202,0.240629119,0.095095274
SH-4,-1.079901768,-0.735790209,-0.628890232,-0.40970203,-0.255999042,0.146976771,-0.555978062,-0.691520072,-0.277060959,0.124438044,-0.519503743,-0.646429409,-0.125971659,-0.628209925,0.119850355,0.008414352,-1.08831277,-0.373259177,-1.447341674,-1.223823001,0.079081965,-0.238224797,-0.657524157,-2.168070857,-0.494139445,-0.655724197,-1.21878491,-0.337291566,0.455150757,0.118745693,-0.621907584,-0.500823289,2.28548264,1.357278154,-1.060628564,-0.923443068,-0.893384985,-0.950975425,0.835969059,0.681559134,-0.063736493,0.001333713,-1.493035495,-0.290046098,0.753459764,-0.239865045,0.702558099,0.0366769,-0.347662108,-0.680703932,-0.305135656,-2.307246332,0.067334144,1.677001726,-0.836145562,-0.245308933,-0.509378276,1.938651779,-0.981784807,-1.321914144,-0.262805535,-0.024990087,2.157756674,0.071223587,-0.320798475,1.721500001,-0.499651315,0.317277524,-0.439995834,0.527942021,-0.753966491,-0.417902196,-0.351037934,-0.855572687,0.010793696,-0.809186012,1.680026068,0.624389858,-0.568066089,-1.583281417,-0.639439971,-0.442704716,0.608704472,-0.253614427,-0.344223678,1.866496582,0.601722238,0.554221016,-0.42171956,-0.313780755,-0.673341978,-1.484676497,-0.840072902,-0.967702377,-0.15540126,-0.187550658,0.996455093,-0.851294603,1.205336177,-0.031691332,0.022822654
HH [Human lymphoma],-0.716152453,-0.590468135,-0.168667291,1.004786567,-0.385248218,-0.199162532,-0.177701932,-0.690855333,-0.191931273,-1.700883473,0.1713497,-0.574371686,-0.766988991,-0.041667071,0.187281892,-0.569845358,-0.940879697,-0.477375838,1.864727766,-1.005068551,0.547974271,-0.665902979,-0.910179321,0.36124229,-0.218564204,-0.638749944,-0.306839666,-0.604625646,0.53267962,-0.88705628,-0.97212342,-0.49175569,2.037492208,-0.697166063,4.788008945,-1.050800136,-0.598060522,1.386087505,-1.130594899,1.524663072,-0.22080605,-0.549616621,-0.228429314,0.646303603,1.733795692,0.528114877,1.145500209,-1.572134924,-0.337561074,-0.236124774,0.570988586,0.005519792,0.96230912,-0.723435735,-0.865180414,1.256920102,-0.022044572,0.221514351,-1.032909027,0.452540026,0.104223402,-1.263751063,0.918359181,1.179509749,0.096287717,0.636531228,-0.844278683,0.381509163,0.171012881,1.146765736,-0.617420977,0.167343912,-2.368681339,-0.797501919,-0.786190256,-0.695257189,-0.00269529,2.113829402,-0.532013773,0.290097249,-0.508351204,1.781211031,-1.03100211,0.370947042,-0.213038091,1.726453046,-0.224494316,-0.518958632,-1.15702666,0.050611804,-0.292666019,0.353159494,0.289289835,1.069435318,-0.820633537,-1.3112735,-1.428325236,-0.750104069,1.101454781,-0.351522315,0
TE-9,1.389738792,-0.651777583,0.255053051,-0.057269958,-0.958051137,-0.149242006,2.256778454,1.696864742,3.606614567,0.222428487,0.090286029,1.121836228,0.833987803,0.730240941,-0.048962599,2.113537756,1.189604654,0.694823876,0.199857211,1.04610157,-0.554425448,0.724178502,-0.366126918,0.491747099,3.113326693,1.917675435,0.963370835,0.010330413,-0.338276998,1.097078255,0.674619249,2.377925746,-0.610589369,0.16282913,0.109394421,1.71770629,1.160944935,-1.152381392,0.619779345,-1.274441318,2.034234641,0.974122646,0.469880297,-0.003381229,-1.125695657,-0.271496475,-0.294169533,0.870262153,-0.837338284,2.02544971,1.112935022,-0.41777301,-0.5223083,-0.924849026,1.460626009,-0.644389369,2.914581623,1.119907255,0.274823747,-1.343804586,-0.114117951,1.058599112,-0.000130007,0.037078888,-1.30288807,-0.907147072,1.086806248,1.286964892,0.862735559,1.651447717,0.605706163,-0.493773722,0.302037077,1.221167955,0.710421747,0.55409785,-0.96232948,-1.23484213,-0.443484631,2.077936968,2.423917294,-0.838775737,1.191038825,-1.488156797,1.170127791,-0.85270347,-0.349107136,1.07830918,0.465010923,5.269355862,1.716682042,-1.436251005,-0.839485829,0.941940571,-0.201606897,1.465403942,0.38081306,-0.083168882,-0.840091245,-0.071100929,0.123723346
SNG-M,0.245223027,1.54724994,-0.367216727,0.132443249,0.670735633,0.183963194,-0.475922222,0.626106173,-0.211984415,-0.658172994,-1.246998562,-0.833412396,0.409132864,0.705926839,0.311230753,0.222067247,0.244764811,0.888494443,-0.812002812,1.207302319,-0.632593161,0.160014676,-0.39622761,-0.25608797,-0.569334956,-0.37798786,1.222699345,-0.202375882,-0.796289856,1.258277941,-0.455839533,-0.514339922,0.441123138,0.647949485,0.919745575,-0.992355845,0.074388486,-1.027400894,0.135880748,-0.914982921,-0.201339514,0.84014928,0.284505413,-0.341726607,-1.931859985,-0.434543279,0.772817801,0.48211309,0.602917072,-0.53266859,0.574503786,0.072292387,0.770716844,0.664699867,1.275511275,-0.062615964,-0.785187712,-0.814872689,-0.552055423,-0.57934728,-0.367028639,1.482600218,-0.668279045,-0.63879385,0.172908877,-0.013871202,1.114965191,-0.686844116,0.864675036,-3.089788677,-0.708809026,-0.381580759,0.310928612,1.818098788,2.255988371,-0.660785135,-0.297192645,-0.228720317,-0.344079091,0.810606653,-0.639483089,0.379666357,-0.98748071,-0.670127481,0.495615036,-1.54147402,1.933186102,0.517212961,-0.439065809,-0.178127236,2.786843345,-1.222502662,-0.516878535,0.806900769,0.449942428,0.756599818,-0.431974098,0.27249608,-1.163009068,0.638085681,0.073177435
COLO 684,-0.859165965,-0.738258311,-0.157248213,0.485479674,-0.153504155,-1.165480384,-0.823979136,-1.210454696,-0.041425174,0.391472001,-0.901574387,-0.71846618,-0.866796052,-0.060023864,1.37780042,-0.417473282,0.103879539,-0.453004029,1.388980311,-1.066401068,-0.434560271,1.117805313,-0.075827201,-1.429941503,-0.55284851,-0.667208104,-1.133058571,-0.263189166,0.008426953,-0.870096596,-0.16710921,-0.184081067,1.68105071,-0.481960666,-0.608448629,-0.050165533,-0.770921568,-0.849503324,0.110148201,0.186257844,-0.140494466,-2.037245769,0.706576662,-1.200721323,0.357639575,-0.339682669,-0.091801669,-1.281651164,0.881828992,-0.202994548,1.521656726,-1.471714127,0.231676857,-0.990976231,-0.624533477,-0.514234911,-0.894648798,-0.730672345,-1.068891869,-1.104334726,-0.336990722,0.394870048,0.135028901,-1.260794983,-0.562137419,2.154555172,-0.637817756,0.737177196,-0.731533349,-0.371819227,2.093827829,-0.24236824,-1.228216932,-0.524197771,-0.097935213,-0.131111594,-2.269751677,0.734760547,-0.44284,-0.852888179,-0.47835163,0.827251821,0.150217397,0.743823138,-0.884066574,1.657127646,-0.02424143,0.12796474,-1.227251897,-0.143342042,-0.314048731,0.582247408,2.043164576,-1.34331738,-1.128914467,-0.459880477,0.521899215,0.808784245,0.147090377,1.073199797,0.027062062
ECC10,-0.876946554,1.242457336,-0.442855999,0.16040037,0.653771768,-1.079498548,-0.650626174,0.389942772,0.159503979,-0.618364987,-0.319335053,-0.156429128,-0.59211595,0.417196208,2.097691744,0.130480156,-1.128307678,-0.385637219,0.077549237,-1.224027828,1.596229147,-0.11750227,0.424783586,-0.451201509,0.029103873,-0.685752161,-1.261170312,-0.226343753,0.201201785,-0.744060299,-0.088145687,-0.464508522,1.839889314,-0.224641942,-0.563126181,1.14251889,-0.64195734,1.189457988,0.975233802,-0.939311205,-0.094811866,-0.14272485,0.709831069,-1.209388044,-1.073844651,0.15070268,-0.699619907,-0.168659899,-0.983493335,0.102283513,0.42280511,-0.275133474,0.445318115,-0.273315196,-0.762121149,-0.337362974,-0.592597043,-0.83947093,1.079360811,-0.55266272,-0.417516865,0.636598709,-0.139419517,-0.37671147,-0.66276672,-0.616287571,0.673997459,0.584471174,-1.127733392,-0.612961469,-0.56585124,-0.317229523,0.248972809,-0.570744315,0.040033675,1.400283601,-1.204832594,-0.875127187,-0.59136091,-1.619122679,-0.509413999,-0.170310977,-1.900379846,-0.126368519,-0.884133579,1.459167301,-0.101375341,1.224818481,-0.290305212,-0.197267833,-0.721057903,-0.762190663,0.633882753,-0.687259758,-0.575403004,0.490962534,-1.347654553,2.135521467,0.746674232,0.184111928,0.107677644
KATO III,-0.214126164,1.308187835,-0.369973023,-0.52914734,1.964514903,0.65676053,0.816917356,-0.27290889,0.645856149,0.117455316,0.023151643,-0.633786871,-1.038048967,0.721950743,-0.243134118,-0.842507196,-0.051425972,-0.404484578,0.224256903,1.134479909,-0.262413823,0.674990887,1.550535687,1.037940473,0.002054152,-0.716794648,0.093764584,-0.122110343,0.0532797,-0.370019287,-0.737798312,0.151382705,0.835745078,0.359567839,-0.507117694,0.376274724,0.730426704,-1.084587263,-1.479882401,-0.073795877,-0.258901841,0.436732101,-0.324176413,-0.67801377,-1.647545695,-0.116457288,-0.712673285,0.366416359,0.442570035,-0.213582135,0.326871862,0.621926842,-0.312225103,0.162009536,-0.521802518,-0.949585868,-0.40340282,-0.432483874,-1.064660605,1.054926058,-0.458423829,-0.109385853,-0.742114,0.018767612,-1.599360697,0.345961888,0.439441477,-1.186975933,-0.685066773,-2.862131872,-0.703425056,-0.601340574,1.183951164,-0.588828799,-0.745860422,-0.996326135,-2.344357526,-0.010641889,-0.492088617,-0.204101103,-0.629271401,-0.360329451,1.985921505,-0.867655348,-0.769886466,-1.496113822,0.92563279,-1.610558874,0.355144007,-0.238069602,-0.026693595,-1.315304264,-0.949456386,1.168001221,0.292076911,0.974120048,-1.244319002,0.553763379,-1.35395765,0.42408487,0.036919749
NCI-H1666,0.203639551,1.215986917,-0.447783019,-0.717641202,0.063853383,0.458335158,1.016422492,0.116871125,-0.269991368,0.658127785,1.080434436,3.122779974,2.516959567,0.404864278,-0.238637924,0.347217941,0.708924019,-0.492437745,-0.883015913,0.969009767,0.364810032,-0.039351952,-1.051877305,-0.264784709,-0.392967102,2.005506249,0.413886196,0.037702284,-0.795262817,1.519050907,0.071283725,-0.482344198,-0.915813528,0.093950889,0.940657487,-0.704924591,1.724890379,-0.255258425,0.092715218,0.661278728,-0.204656342,0.094458816,1.961430069,0.395318605,-1.251931093,-0.718789149,-3.540944544,-0.313633458,-0.204639422,3.914262036,-0.26968715,0.590493327,-1.686371805,0.125639456,0.866940426,-0.415201761,1.439797209,0.761041455,1.042067423,-1.502341396,1.642527023,0.574123302,0.366010987,0.846803632,0.162488317,-0.532779237,1.210123893,-0.092607212,0.196896661,0.813090612,0.501971462,-0.322684052,0.619515097,1.197151558,1.662215092,1.792006437,-0.30804519,0.179755775,-0.679054104,-0.788020895,2.359458919,1.557084832,-0.117482395,0.484567521,-1.372443003,-0.242195117,-0.668345978,1.319343136,1.505466042,-0.216237124,0.854983768,1.348498702,-0.58672476,0.614446457,0.484466152,0.864879971,-0.136501614,-0.98099003,-0.383889937,-0.192945996,0.239888386
Rh41,-0.943516565,-0.717331515,-0.290473453,-0.524453325,-0.614328103,-1.091402494,-0.925331677,-0.067799279,-0.787671112,-0.722019678,0.696226703,-0.666463607,-0.647858484,-0.052156491,-0.937550126,0.980542387,-1.014231329,0.424235532,-0.124715156,-1.212166882,-0.252665684,0.225176503,-0.355028875,-0.447922458,-0.595621066,-0.506137078,-1.278941569,-1.128938287,0.150209195,-1.310866274,-0.48587878,-0.518995715,0.810619534,0.8031649,-0.246639457,-0.448001865,-0.75013896,-0.97140787,1.095259886,-2.56146042,-0.490221755,-0.165622004,-0.440108879,0.456012713,1.34535136,-0.447472825,0.92798456,-1.337351123,0.385326899,-0.360490577,-0.500965003,0.035577076,-2.616595673,-0.441874521,-0.876621235,-0.076141333,-1.070333483,-0.825008495,-0.699371984,-0.477787409,-0.533601088,-0.476908441,-0.362239911,-1.629572233,0.28209893,0.656388398,0.498616317,0.528848184,-0.029374336,-0.949812736,-0.823758592,-0.315785308,0.252865509,-0.423085325,1.318137082,-0.676559239,0.139445508,-0.146147045,3.311596211,0.737561363,-0.684024693,-0.63302345,-0.663872231,0.483925987,-0.125900413,1.433393439,-0.767143145,-0.449360289,-1.072942966,-0.387348071,-0.282836941,-0.574460281,-0.561142025,-1.018453077,-0.5240788,-1.069039568,0.376903598,-0.143089409,-0.581020003,0.785966155,0
