,ENSG00000146648,ENSG00000130768,ENSG00000186529,ENSG00000116649,ENSG00000146729,ENSG00000105755,ENSG00000168143,ENSG00000235109,ENSG00000180638,ENSG00000023697,ENSG00000280055,ENSG00000158125,ENSG00000133466,ENSG00000152894,ENSG00000130382,ENSG00000198729,ENSG00000023909,ENSG00000178919,ENSG00000162419,ENSG00000138772,ENSG00000124003,ENSG00000054654,ENSG00000063587,ENSG00000122557,ENSG00000171903,ENSG00000138271,ENSG00000241878,ENSG00000177427,ENSG00000198909,ENSG00000164342,ENSG00000188508,ENSG00000104327,ENSG00000070718,ENSG00000116044,ENSG00000203780,ENSG00000173083,ENSG00000178038,ENSG00000111885,ENSG00000127955,ENSG00000116521,ENSG00000170477,ENSG00000102471,ENSG00000135253,ENSG00000004455,ENSG00000197043,ENSG00000165325,ENSG00000121851,ENSG00000075711,ENSG00000185684,ENSG00000165799,ENSG00000123136,ENSG00000186395,ENSG00000144635,ENSG00000185989,ENSG00000150782,ENSG00000214711,ENSG00000129194,ENSG00000120162,ENSG00000146674,ENSG00000243468,ENSG00000163209,ENSG00000134504,ENSG00000184178,ENSG00000047365,ENSG00000160294,ENSG00000159899,ENSG00000130702,ENSG00000144029,ENSG00000126777,ENSG00000182165,ENSG00000074211,ENSG00000133116,ENSG00000115561,ENSG00000214049,ENSG00000134215,ENSG00000161243,ENSG00000075568,ENSG00000160961,ENSG00000154864,ENSG00000156026,ENSG00000230937,ENSG00000147081,ENSG00000168003,ENSG00000132801,ENSG00000105991,ENSG00000142686,ENSG00000164181,ENSG00000143499,ENSG00000182704,ENSG00000197641,ENSG00000177494,ENSG00000147872,ENSG00000127663,ENSG00000157557,ENSG00000167981,ENSG00000132849,ENSG00000115295,ENSG00000132434,ENSG00000155016,ENSG00000236519,drug_response
MDA-MB-231,0.830098763,-0.781255144,-0.505227484,-0.398923397,-1.441299238,0.586772968,-0.550445729,-0.978463462,-0.638353478,0.601937222,-0.944707387,-0.558193458,-0.343524474,0.060870374,-0.281980324,-0.87901852,0.032962315,-0.435910099,-0.597798434,0.998784471,-0.212587713,0.322626669,-1.309817843,-1.315242558,-0.763054029,-0.628520262,-0.263324851,0.250761895,0.81549833,-0.374492255,-0.937583465,-0.403642896,-1.099326538,-0.332136636,0.892276887,-0.081854755,0.750813743,0.355507526,0.226851748,-0.24405318,-0.402260508,0.573979817,-0.330185434,-1.266254258,1.137021805,0.244807478,1.157094478,1.269828837,-0.211094922,-0.376135531,0.498376019,-0.427036582,1.021144513,1.731038187,0.652986109,-0.789428568,-0.313961464,-0.3917681,-0.041180379,-0.488562504,-0.176272086,-0.564056867,-0.58251068,-0.167691773,-1.650117287,-0.754146034,0.292595756,-1.83229729,0.62901758,-1.966769655,1.699778301,-0.42459719,1.376443383,1.291744085,-0.938487359,1.997877812,-1.806485574,0.094360175,-0.459545121,0.237125805,-0.683663896,-1.21619341,0.21143434,0.243361281,-1.018318479,-0.161593159,0.326494252,0.700954851,-0.55612726,-0.269703535,-0.565775255,0.510861339,-0.78603385,0.098702281,0.073459102,-0.481279843,0.912096476,-0.655444674,0.247033079,-0.745542345,0.091908882
OS-RC-2,1.107362166,-0.880109329,-0.343584032,-0.113205876,0.501660782,-0.186203219,-0.684628803,1.438087609,-0.536687613,1.860396151,0.496581737,-0.686168564,-0.607488453,0.403646913,-1.719988398,0.837490417,1.343584217,-0.448339497,-1.130851737,0.533406781,-0.318707084,-0.568446047,0.419726065,-0.520203114,-0.061085954,-0.471182192,0.765003281,0.339539653,-0.275191139,2.991066014,-0.463241714,-0.429606866,-0.623706278,0.2836819,-0.155907036,-0.933603616,-0.830690066,-0.290882773,1.167944152,-0.318749816,-0.577655487,1.074526388,2.268157259,-0.509196562,0.761422096,0.356368053,0.478357696,0.758503579,1.013411963,-0.399310522,-0.92508044,0.609110974,-1.25153411,-0.935873812,1.124756405,-0.641255067,-1.214580368,0.000144355,1.852662456,-0.295458759,-0.098102771,-0.912222269,-0.462292589,0.1978087,-0.712908829,0.308058723,0.019581403,-0.058335071,0.721164681,0.543359639,-0.730858497,-0.212602396,0.409133114,0.912249838,1.438689238,1.551397099,0.626674864,-1.375685424,-0.456835148,0.983512134,0.560043576,-1.50455467,-0.46696215,-0.627178167,-0.049526813,-1.377833949,2.066166153,0.953929153,-0.159665996,-0.282838558,-0.721461287,1.572693933,-0.930567136,0.26711775,-0.706289311,1.259269708,-1.008602891,-0.225743658,-0.492417164,-0.642966919,0.077402114
OVCAR-3,0.535988975,2.189001413,-0.451510197,-0.236146726,-0.103991264,-0.268086581,0.017211186,1.461851026,-0.328913146,0.462180118,-0.324090813,0.808334467,-0.376861024,0.59757775,-0.729350906,1.177535074,0.135986018,0.019823154,-0.226100836,0.814203039,-0.164494669,1.48935794,-0.707903207,-0.901318903,-0.144547265,0.486440721,0.374919067,0.676067316,-1.254393193,0.023275935,-0.560541217,-0.496436128,1.429623926,0.110728675,-0.439938771,0.958671205,0.50746581,-1.051370257,0.644357587,0.392335623,2.227182529,-0.130052434,-0.280012524,1.893377585,-0.523907776,0.090815228,-1.225954209,0.155953854,-0.850265672,-0.273319049,-1.094414645,-0.316831728,0.678357293,-1.276592739,0.08760324,-0.549486656,-0.733912988,1.170147335,0.969248631,0.433786084,-0.557432469,1.242161348,-0.153642265,-0.16095111,1.104524282,0.268416592,1.630347261,-0.917368668,1.129546833,-0.77093737,-0.842606165,0.327311778,0.274796471,-0.086894389,2.499130085,1.752393661,-1.623094739,-0.564363272,-0.177596122,1.884233727,0.552966556,-0.995492317,-0.47053815,-0.821685922,-0.094089741,0.320931055,1.033610215,-0.741151795,1.148730214,-0.400646067,2.329770587,0.519618367,-0.920428652,0.501732694,-1.688481783,0.951044553,-0.379196426,-1.334065911,-0.03306512,1.101878198,0.131936204
HCC1143,1.413371231,0.378003543,-0.380599039,0.362391517,0.058890243,-0.308681691,2.017498302,0.708655366,0.418070796,0.87287893,0.984513449,3.109755273,0.629874992,0.376694869,0.222299673,0.865231247,0.513734578,-0.414941256,0.368290051,0.901907848,-0.501315508,-0.240094517,-0.427326556,-0.738810136,-0.027391884,1.671421764,0.661964899,1.898355899,-0.346357075,1.316459647,0.03923569,2.647972744,-0.218713267,1.683372756,0.100804079,0.622245347,1.165343729,-0.874382012,0.210276396,-1.140726557,3.397829063,0.922017734,0.280268778,0.142833751,-0.158723695,-0.974842428,-1.241397897,1.908592198,-1.076179464,1.472141822,-0.212182308,0.083274742,-0.276940716,0.193438944,1.83946766,0.352054795,2.070793637,0.055619859,1.338981729,-0.248379063,0.029414989,0.48957166,0.116962556,0.687846297,-0.884869425,-1.134556259,1.482720528,0.116652979,0.262885859,0.356761633,1.124683732,-0.089418338,-1.775506842,1.465699259,-0.106997031,0.677562202,-1.271730569,0.07595957,-0.634739213,1.113035672,2.250683887,-0.276029459,0.331508686,-1.468705522,1.657355121,-1.061286059,-0.543086125,1.621561444,1.033874204,0.850993077,1.821373351,0.594948574,-0.711411334,0.325253666,-0.028980163,0.547078738,1.188587162,-0.505019512,-1.069600366,-0.385379995,0.099099314
NCI-H1650,1.136719817,0.411647193,1.31953826,-0.837861904,0.666185012,-0.143618147,1.468011365,0.565454407,-0.629586997,0.237898847,-0.335155623,1.934719689,2.671089848,0.930000248,-1.484127346,1.403397469,0.737852971,1.798037338,-0.796369966,0.742951583,0.090054566,1.063315641,-1.950230432,0.645458094,-0.499330433,1.746838383,-0.104021016,0.279581521,-1.273082607,1.22747525,-0.866229694,-0.354062623,-1.855376124,0.22274075,1.978649481,1.628078356,2.488061597,0.713661454,0.560508234,-0.551779125,-0.021910839,-0.122681103,0.251781019,-0.493183861,-1.567947235,-0.622961838,-1.410021487,-0.4191206,0.816537889,-0.469962181,-0.589806774,0.281399687,-1.668140714,-1.086837117,0.122045584,6.245092687,0.079631412,1.179684968,1.057637165,-0.418067188,3.064341387,1.219055635,-0.885664429,1.077562632,0.080982104,-1.12615617,1.526647293,-1.340916714,0.121173599,0.623156475,-0.0260883,-0.178740732,0.912435022,1.319644173,2.275248918,2.239282454,-0.371413871,-0.640379078,-0.574125143,1.135636642,1.484242193,-0.259746113,-1.22130523,0.156017397,1.058533582,0.524837017,1.493278797,0.653917312,0.598369897,-0.231570567,-0.465465248,1.299242978,-1.316541897,0.21674513,1.088653167,0.585373989,0.924431711,-0.053490814,-0.734789295,0.808094464,0.241513676
NCI-H1048,-0.000104288,-0.246294451,-0.529382029,-0.820833518,1.59509112,0.336657113,0.8494611,0.092418393,-0.02896667,0.676604728,-0.936526108,-0.503746197,-0.574218206,0.096496646,-0.103801808,-0.701759849,-0.344104003,-0.398984085,1.119017231,0.733569571,-0.375825653,0.182189224,-0.310798668,-0.959147244,-0.452183305,-0.647291134,-1.383174686,0.050651343,-0.426306498,0.127211109,0.020510332,-0.513835744,-0.763230846,0.890133036,-0.188610391,1.563836962,-0.76198526,2.045126052,0.684315549,-0.439027086,-0.432448709,-0.169934976,-1.088352035,-0.779503212,-1.303556809,-0.304074084,0.761009299,-0.114906492,-0.157708501,-0.46550331,0.695032979,0.564233219,0.895574034,-1.264135323,-0.765755406,0.206658177,-0.347717459,-0.038032783,0.221589892,-1.306076882,-0.670112517,1.368860619,-0.407088527,0.997241541,-0.014256942,-0.877310999,-0.461951766,-0.218455965,-0.466861302,0.286900328,0.847465296,-0.276210235,0.182409062,-0.781150382,-0.152907185,-0.829332127,0.416368042,-0.364022353,-0.728866219,-1.051218041,-0.43080554,-0.910498379,-1.619212458,-0.802329995,1.198336387,-1.255216239,0.750308044,2.325194932,-0.69588978,-0.515190628,-0.503643652,0.700349511,-0.04094809,-0.71924858,-0.792713031,0.843313081,-1.410481752,0.930831725,-1.05728464,-0.714776135,0.068266172
Hs 746.T,0.04839794,-0.596226388,-0.545660629,0.058636886,-1.040838864,-0.976361846,-0.763354772,-1.012481055,-0.095044798,0.791788371,0.464816535,-0.01476867,0.287486442,0.935509601,0.062085326,-0.736406012,-0.060682842,-0.286482315,0.451854837,-0.907817813,0.070555826,-0.101583756,-0.294100014,-0.13642657,-0.504006426,-0.579696881,-0.004338117,1.513881244,3.779207203,-0.661668223,0.346656017,-0.321212881,-1.59693951,0.412848239,-0.369452875,0.12414483,-0.200847144,1.841369731,0.129945015,-0.614120147,-0.160467042,-1.984431829,0.689427346,-0.585676295,-0.470483648,0.791483509,-0.252249013,0.336520686,0.441571502,-0.367042871,-1.445345663,-0.008968462,1.60811737,0.639268909,-0.837295021,0.118705084,0.370297823,-0.614653097,-1.001465556,0.754041952,-0.241072843,-1.639888057,-0.833528237,0.317909351,-1.173742224,-1.210840038,0.17882644,-1.422173715,-0.026620216,-0.57491581,-0.522151214,-0.37936596,-0.716671925,-0.707762463,-0.855399855,-0.672790123,-1.865815016,0.608756121,-0.409931519,2.161122833,-0.53228907,0.114419593,0.747156826,-0.769925814,-1.058909172,2.973152088,-0.944882695,-0.50611308,0.404376691,-0.188029662,-0.653530641,-0.68421763,1.175961865,-1.516321646,-0.337550345,-0.953641952,1.630466842,-0.429712841,-0.501744806,0.912712072,0.019177702
SUP-M2,-1.081143889,0.568446311,-0.121423772,-3.058540687,0.321170129,0.228617993,0.030012088,-1.351095088,-0.260152373,-0.581002507,2.559337024,-0.685359738,-0.338289834,-0.115289545,-0.571824272,-0.77957826,0.200786037,-0.308269927,-0.22323299,0.993959227,0.555520634,-0.505465607,0.513334094,0.609993174,-0.291137105,1.059605346,-0.754241645,-0.028271569,1.100919954,-0.004477207,0.329667115,-0.520874041,-1.120818037,0.208522142,-0.223816932,-1.099510759,-0.75923371,0.658740648,-1.537685512,0.585369571,0.010120571,0.536659353,-0.185512288,-1.472000733,0.848019981,-0.111677001,0.68029875,-0.839740419,-0.616602132,-0.234289885,0.064610156,-0.254934468,-0.317616101,-1.149408624,-0.853571885,-0.167271831,-0.016463032,-0.329051172,0.113888212,0.91180186,0.174444221,-1.072189532,-1.794750987,1.536833086,0.12073235,0.383537889,-1.433046195,-0.689894031,-0.240318609,0.959211645,-0.246493083,0.167407153,-1.76264172,0.85802246,-0.304106919,-0.459060832,0.387963074,-0.100545339,-0.252786657,0.264923251,-0.686309009,1.337100263,1.102071942,1.187602055,0.487688718,-0.015192677,-1.241419407,3.215397918,-0.63434858,-0.165999658,2.975290912,0.563420668,-0.084841621,1.425979298,-1.057079281,-1.005093504,-0.362808014,-0.545389257,-0.977768104,-0.167307199,0.256168921
RERF-LC-Sq1,1.085934848,-0.903975804,2.151749791,-0.968601278,0.366122013,-0.527531973,2.619702779,0.926457456,-0.259179119,-0.745503542,1.856153214,1.385034056,-0.444686392,1.164748058,-0.491085749,2.217381835,2.374003201,2.45788641,0.131196197,0.684465244,-0.030672493,0.117724846,0.084814184,1.012771159,2.805253703,1.519647758,0.462874503,-0.432222247,-0.905864033,-0.70410759,2.382258592,1.842150164,1.194252884,1.942176654,-0.389835295,0.371759048,0.169520631,-0.990283344,0.762548733,-0.688758655,-0.453720876,0.485344674,-0.311525113,-0.502908938,-1.911468554,0.125948032,-1.313642208,1.522446574,-1.013817523,0.193494562,-0.22672605,1.108048387,0.019615996,-1.186202927,-0.403961017,0.229244244,1.768322151,-0.586033341,0.694592783,-0.461786262,2.881845116,0.585537113,1.181339881,0.633745501,-1.46761736,-0.762925558,1.021265037,-0.233236608,0.695871905,0.478341777,2.151441595,-0.194794135,1.013914301,-0.47152979,-0.428297548,1.457482832,-0.667417736,0.681705492,-0.614390064,0.314525117,2.243024619,-0.493380543,2.341570522,0.960764129,0.653803564,-1.210975473,1.419392767,-0.565762627,1.906761531,0.91714019,0.266203804,-1.308871458,-0.013272484,0.912165374,-0.059406838,1.731795499,1.501239053,-0.752609645,0.434151888,-1.131227406,0.18264733
MSTO-211H,0.768921486,-0.436899912,-0.231452305,1.163064283,0.294748613,-0.348566192,-0.796725967,-0.365501683,-0.255735772,0.93215065,1.032965935,-0.328052867,-0.573002046,0.107995889,-0.150066891,-0.803158185,1.455707007,-0.686514052,-1.417472089,1.14936096,0.289020283,-0.810154711,-0.058620724,-1.648253845,-0.520487254,-0.178762509,0.765227138,0.605759559,-0.72539055,1.549366204,0.868184214,-0.239788888,0.079093351,0.05313959,-0.926612536,0.913305504,-0.475533497,-0.094136236,0.561891333,-0.972249932,-0.42346834,0.070374548,-0.482593544,0.920920846,0.610058489,0.006164561,-0.345533467,1.155721652,1.393001617,-0.154474932,0.569392865,0.40011534,0.936489234,0.243660363,0.210356264,-0.117273059,-0.367038794,-0.81442969,0.33561955,-0.497491627,0.118938773,0.372210814,0.413888789,0.431002773,-0.053291045,-0.217053278,-0.448599531,1.103132002,0.474288976,0.014850635,-0.514048625,-0.253433594,-0.563262925,-0.71317942,-0.783687726,-0.722621194,0.136476482,-0.21349603,-0.531129465,0.469346556,-0.60924474,-1.323119971,-0.24877346,-1.334607633,0.282060397,-0.207789508,-0.019874942,0.3827934,-0.938084193,-0.461826763,-0.582048017,0.480527789,-1.26949769,0.32845117,-0.413557772,-0.93925342,0.850163889,-0.364249014,-0.948794671,-0.411103911,0.155385863
MOLM-13,-0.584323749,-0.603487189,0.121799288,0.752138537,-1.786399334,0.766234861,-0.371463524,-0.116643662,0.305426863,-0.376633315,0.498030031,-0.473858226,-0.080110457,-1.456351312,1.101151558,0.305119846,-1.276845973,-0.140216604,1.188067025,-0.90341625,0.425367538,-1.965928787,-0.309565066,-2.152286376,-0.289267862,-0.557491868,0.570297683,-1.972402745,-0.280249256,-0.542959765,-0.18704199,-0.354206264,-0.503718376,-1.411048494,0.18388488,-0.180038488,-0.155010299,-0.761145793,-1.289665127,-0.752554272,0.002965388,0.497187418,0.638907795,2.685698719,-0.683683291,-0.023736796,0.580900134,-1.484368648,-1.31127695,-0.19950977,1.123956457,-0.385778954,0.031501624,3.292032639,-0.343672622,0.151657904,0.386876898,-0.672542879,-0.890134662,0.972189394,-0.30183293,0.787812623,0.00525828,-1.374099922,-0.300626305,-0.991991619,-0.466991057,0.533799328,-1.381172116,-0.687549992,-0.770274845,0.339063361,-0.844359988,-0.585048921,-0.012382339,-0.717316488,0.213247754,1.205077104,-0.038963912,0.34205229,-0.646599134,0.036126569,-0.808927131,-0.805297191,-1.038262095,0.117292404,-0.537705232,-0.500985086,-1.046503916,-0.044104362,-0.219425532,0.731533361,1.212294729,0.0230363,-0.357743228,-1.149232972,-1.291116669,0.417350366,-1.255532674,-1.529692655,0.214342994
MFE-319,-0.502366231,2.462332373,-0.270812759,-0.59315424,-1.047431343,0.448581098,0.519300617,1.537145332,0.189464487,-0.607356244,-0.062013999,-0.740208247,-0.956490581,0.777336258,-0.004958187,1.474723162,0.000895812,-0.637346535,-0.314162993,0.802842341,-1.241193732,0.174636015,0.771597709,-0.894901395,-0.005496919,-0.597769236,1.539523561,0.404720088,-0.211481184,-0.943233893,0.307554211,-0.210313821,-0.300726903,0.121138589,0.702454761,1.304328729,0.545498472,-1.094283147,1.173841258,0.766519477,-0.700949554,0.755610436,-1.048962241,-0.459854763,0.139519564,-0.084916124,-0.709856568,1.093280503,2.155787362,-0.270060511,-0.250233113,0.93258883,1.477821154,-0.080283243,0.824357097,-0.282910848,-1.02345575,1.531502369,1.693237274,-1.337612741,0.008309756,1.481247256,0.722911535,0.436121043,0.868342994,-0.922513673,1.189829766,0.303514315,0.463396121,-0.183970166,1.820076789,-0.550997463,-0.011897178,1.123788149,-0.311135113,0.344286723,-0.01508046,-1.146946503,-0.67763642,1.536730086,-0.722781534,-0.304963866,0.388666942,0.505077605,0.428355599,-2.013063998,0.991708224,-0.783695798,-0.257779067,-0.199161582,0.067363938,-1.389673965,-0.252354821,-0.274344119,2.518707585,0.631320478,0.247571557,-0.152866794,0.854321409,0.014107834,0.113284356
LN-229,-0.369576731,-0.848512828,-0.427740077,0.358794723,0.850707303,-0.084351766,-0.445459757,-0.521733,-0.795335701,0.221928531,-0.060019085,-0.432558695,-0.736937937,0.090646557,0.775975711,1.763227751,0.420660554,-0.42566325,0.230268747,-1.293735659,-0.15346059,0.492828434,-0.681164534,-0.014445029,-0.462956712,-0.626010321,-0.511537022,-1.669108721,0.361092315,0.278136575,-0.492119611,-0.436318063,-1.195946033,0.438062654,-0.804909644,1.222878558,-1.025532847,-0.928430662,0.212131006,0.498631847,-0.505614064,0.083492399,-0.999557356,0.305826524,0.144614836,-0.370944127,0.563520169,-0.506016221,0.416390696,-0.438828482,0.724458838,0.764714137,0.386319869,0.215500553,-0.944002793,0.022441047,-0.867549128,-0.929221191,-0.172755397,-1.264941066,-0.031903714,0.636230451,-0.277936931,0.13959692,0.379217893,1.452227513,-1.166252295,-0.215714688,-0.119311449,0.851004881,-0.885312495,-0.759888684,0.410274802,-0.627997487,-0.270423389,-1.233153603,0.660607464,-0.896135242,-0.625892232,-0.302428806,-0.695160065,-1.632534934,0.803016653,-0.738905888,-0.362824971,1.106288393,-0.97282983,1.512831131,0.610390961,-0.567563862,-0.553586318,-1.416576883,-0.854904229,-0.319042964,-0.165712781,-0.914256848,0.70717443,0.220367848,0.401836352,0.224917646,0.142425567
J82,-0.182030829,-0.878549879,-0.402853406,0.552611504,-1.862307238,0.013681393,-0.329713428,-0.606505064,-0.590856074,0.442086293,-0.31047231,-0.370303383,0.15969985,0.938452968,-0.379877956,-0.810218648,0.367588192,0.04032856,0.315108115,0.922212787,-0.716771785,-0.823118566,-0.76296512,-1.335440793,-0.726971045,0.397803713,0.211633948,1.510129248,0.716072965,1.58654884,-0.456061965,-0.313814455,0.679652422,-0.867925917,-0.61319978,0.954979939,-0.311906993,-0.017140381,0.696942948,0.507765095,0.064758924,0.60574658,0.082902162,0.828623424,0.910348113,-0.354757455,-0.132172979,1.311433364,-0.225128437,-0.560697748,-0.464000235,0.236224947,1.575302072,0.72142028,-0.274639917,-0.469297113,0.986711739,-0.623020088,0.568835915,0.016781422,-0.313267628,0.522085343,0.208755664,-0.100110111,-2.022645504,-0.279808154,-0.620119023,-0.169376502,-0.501853568,-0.288968726,-0.567659489,0.178204975,0.069754653,0.879848825,-0.068238191,0.763976949,-1.480192509,-1.001247778,-0.036863194,-0.170751901,-0.606449899,-0.716948048,-0.196702874,0.362751214,0.234778653,0.808370474,0.878991541,0.78776494,0.485316238,-0.059620955,-0.53843662,0.977166087,-0.933409687,0.218492547,1.868716619,-0.544672121,0.3638751,-0.145677112,0.917300052,-0.45782549,0.094009644
IA-LM,1.327718814,-0.464758185,-0.202376207,0.239359279,-1.053078976,-0.824784857,-0.024321511,-0.887503872,-0.359171763,0.220322655,-0.390144915,0.153959029,-0.472060879,0.484752343,-0.464155426,-0.453641656,-1.006500204,0.184111786,-0.398228799,0.98720753,-0.193275322,-1.720146844,0.225656026,-1.186473572,-0.457624983,-0.577165982,0.218443782,0.829942106,0.875941877,0.010867713,-0.817942701,2.493527422,0.600538403,-0.503514148,-0.536132116,-1.052217868,-0.009758722,-0.624128422,0.225461181,-0.043210504,-0.215458118,-0.79023542,-0.898595328,-0.083545878,0.300786215,0.00734771,0.471929734,-0.19372951,0.388838058,-0.415481868,-1.445524913,-0.88060546,-0.372841072,1.097112888,0.4919762,-0.950280104,-0.385480775,-0.595979416,-0.778381053,0.679642725,-0.28482819,-0.457121101,-0.26873716,-0.393716735,1.451490506,-0.637217642,-0.192722367,-0.231384222,0.380713743,-1.409913132,-0.827060712,-0.102598024,-0.726006681,-0.604969672,-0.721051401,0.958086189,0.618060731,-0.285673311,-0.527989314,0.836557067,-0.556878969,0.027624251,-0.197187337,1.593020978,-0.102999981,-0.398198104,-0.168939733,-0.732763797,-0.485510528,-0.372845102,1.870793018,1.187824323,0.319023163,0.013587441,-1.189478968,-0.315439276,-0.069046388,0.273698963,-0.727617312,0.81840565,0
OVISE,1.226028424,1.926704393,-0.454744011,-0.165140234,1.001145302,1.509843247,-0.096706022,1.711435504,-0.66216246,-0.339002182,0.193029902,2.84309594,0.460566304,0.513815819,-1.396861237,0.156429371,0.720025075,-0.073853951,-0.584176722,1.019667249,4.438701208,1.759870469,-0.531202881,1.441140549,0.350502606,1.169975171,-0.093780832,0.149955533,0.750547701,0.637681589,2.041357334,3.502285898,-0.031532677,-0.819795388,2.426412483,2.816147782,0.849445966,-1.087421938,1.542548368,-0.43885449,-0.459783023,1.121372392,-0.037585577,0.150006105,-1.027950821,0.277252815,-2.112170859,1.768889835,-1.51835013,-0.338122759,1.038166675,0.623905693,-1.639495781,-1.18864496,2.106624723,3.030611685,-0.68365853,2.023345686,0.951371523,-0.353585255,-0.564349443,1.262991955,-1.279151757,0.428175248,-0.845003209,-0.900112987,1.503167746,-0.961737692,0.293788792,0.528579569,-0.780891922,-0.085930876,0.019925,2.177106264,1.429304801,1.279424714,-0.663112842,-1.161151084,-0.494908611,1.919874092,0.558435846,-0.350661827,0.811751551,-1.806364602,0.644461095,-2.079352103,2.41434339,0.850874917,-0.868829537,-0.479415172,2.563138337,-1.330041196,-0.767476331,-0.062890972,0.475896277,1.145445788,0.748777487,0.129374869,-0.745292364,-1.17743758,0.145772529
HCC827,2.025438568,2.279868966,-0.271388208,-0.702962592,1.410533929,0.521684341,0.097656134,0.229172325,-0.365905875,1.293040419,0.797585434,1.730205604,-0.17500716,0.595592938,-1.246244041,1.407660031,-0.479941088,0.850678434,-0.793431948,1.04616995,0.626194593,0.997792824,-0.371330466,0.796672841,-0.546914614,0.903932973,1.539239745,1.271946636,-1.530488267,-1.027740998,-0.50271061,0.773192396,-1.192846931,0.701045151,1.322733654,1.182710846,0.536000256,0.27725914,-0.1963932,-1.035821119,1.110308752,-0.301246267,0.970150723,-1.588423818,-1.873048381,0.33283493,-0.811715106,-0.151677294,-0.881805589,0.799799449,-3.983374982,0.082078826,-0.797682905,-0.720255014,-0.444499556,0.397144467,0.254464563,0.063805885,1.079586726,-0.060554034,3.060195441,-0.101509442,0.116997556,0.912193625,-2.225484556,-0.503881187,0.930857339,-0.438915777,0.277766486,0.942474212,-0.614507352,-0.582791959,0.986566181,1.848047478,-0.683511159,0.637071599,-1.145904739,-1.304649855,-0.431789646,0.771692096,0.439954949,0.457056372,1.002828651,0.628914142,2.45424849,-1.406048149,0.872428259,-1.129778184,0.509768513,-0.200571949,-0.491240282,0.967166595,-0.56247081,0.066660002,1.133606774,1.863849628,1.38568282,4.439522813,-0.091740544,-1.023087038,0.506851036
